"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"HOPX",1.65309057197202e-220,0.988743569655436,0.55,0.072,4.35291809411671e-216,"6","HOPX"
"STX1A",1.57983216777703e-208,1.03577947455946,0.671,0.119,4.16001406419049e-204,"6","STX1A"
"TGFBR3",4.9895850999428e-208,0.719045857060045,0.329,0.023,1.31385754851694e-203,"6","TGFBR3"
"CASR1",3.22734387395151e-207,0.883493989638448,0.447,0.048,8.49824188888911e-203,"6","CASR"
"CDH22",2.01636872283989e-204,0.678794708320859,0.274,0.014,5.309502120982e-200,"6","CDH22"
"CADM1",2.97157533628958e-201,0.888598288227951,0.548,0.078,7.82475217551772e-197,"6","CADM1"
"UCHL12",1.01422421485139e-198,1.00096376307625,0.858,0.198,2.67065520254668e-194,"6","UCHL1"
"PRSS231",1.65017708611683e-197,0.794522631542547,0.623,0.101,4.34524630316284e-193,"6","PRSS23"
"RPH3AL",4.83605481285937e-197,0.988950924572367,0.658,0.122,1.27342995332213e-192,"6","RPH3AL"
"PARVB1",4.49462704075585e-193,1.02076938427293,0.66,0.121,1.18352519237183e-188,"6","PARVB"
"EEF1A22",1.13337990707437e-189,1.14999851472001,0.852,0.212,2.98441597130824e-185,"6","EEF1A2"
"TMOD11",8.11368513818719e-189,1.03893293722024,0.742,0.157,2.13649557058745e-184,"6","TMOD1"
"BTG3",1.42395142554341e-188,0.861064579337584,0.543,0.084,3.74954889374091e-184,"6","BTG3"
"FAM105A",2.82483548722073e-188,0.75415873259572,0.354,0.032,7.43835680494962e-184,"6","FAM105A"
"ELMO1",8.93730316138058e-188,1.0235524405898,0.534,0.084,2.35337066845473e-183,"6","ELMO1"
"TMEM37",1.18075864215969e-187,0.882155035443773,0.495,0.068,3.10917365653491e-183,"6","TMEM37"
"ATP2A3",4.16918621630651e-184,1.03724504657433,0.521,0.079,1.09783011447783e-179,"6","ATP2A3"
"RXRG",2.6022436162587e-183,0.559576944435487,0.274,0.017,6.85222789033242e-179,"6","RXRG"
"FAM159B",1.41984845438787e-182,1.15393927941868,0.374,0.038,3.73874495009413e-178,"6","FAM159B"
"ERO1LB2",1.42480571329546e-179,1.26592062557654,0.856,0.232,3.75179840424961e-175,"6","ERO1LB"
"SURF4",4.22959463250931e-178,1.41192036185004,0.904,0.282,1.11373685863235e-173,"6","SURF4"
"C9orf3",2.14209559884656e-174,0.855400649371442,0.498,0.076,5.64056613088276e-170,"6","C9orf3"
"RAP1GAP2",4.81863111553608e-174,0.841748291540468,0.626,0.12,1.26884194534296e-169,"6","RAP1GAP2"
"INS2",1.90373477215813e-171,1.65776965792403,1,0.859,5.0129144020468e-167,"6","INS"
"PAM1",5.65098005094394e-171,1.25891348279439,0.936,0.294,1.48801606701456e-166,"6","PAM"
"SLC30A81",1.49434883892296e-169,1.24735249431305,0.895,0.25,3.93491936265195e-165,"6","SLC30A8"
"GPR56",6.13065946291418e-168,1.00897804844465,0.671,0.143,1.61432524977456e-163,"6","GPR56"
"CPD",2.82468829579994e-165,0.814832085718541,0.463,0.069,7.43796922050041e-161,"6","CPD"
"TIMP21",6.37431313879125e-164,0.762323823769781,0.806,0.189,1.67848413570651e-159,"6","TIMP2"
"FFAR1",2.95105596974986e-161,0.791282490896567,0.461,0.069,7.77072057954534e-157,"6","FFAR1"
"SYT7",5.56581244955024e-161,0.928773431270528,0.783,0.199,1.46558973421557e-156,"6","SYT7"
"ENPP21",6.57554276676783e-160,0.875481839678349,0.616,0.123,1.73147192134531e-155,"6","ENPP2"
"INSM11",9.25781732958328e-159,0.830257139127515,0.607,0.12,2.43776845922587e-154,"6","INSM1"
"TSPAN13",3.55977977970688e-157,0.71165215844747,0.612,0.124,9.37361211592415e-153,"6","TSPAN13"
"SYNE2",9.73310669260969e-157,0.620161945255523,0.438,0.064,2.56292165429798e-152,"6","SYNE2"
"MYO1D",3.3561002875764e-156,0.694594815111327,0.765,0.193,8.83728327724618e-152,"6","MYO1D"
"SLC2A13",1.38843180481722e-155,0.693687326552965,0.347,0.039,3.65601862844471e-151,"6","SLC2A13"
"SPTB",1.54258298546801e-155,0.604117251858898,0.349,0.039,4.06192951733437e-151,"6","SPTB"
"FAM222A",1.16246377314261e-154,0.64518562492767,0.429,0.061,3.06099960743911e-150,"6","FAM222A"
"SCG31",1.53870446720981e-153,0.886243285234177,0.808,0.214,4.05171660305688e-149,"6","SCG3"
"GNAS2",3.09432306193466e-151,1.13808453350656,1,0.87,8.14797148668635e-147,"6","GNAS"
"ZC3H3",7.33286387299838e-149,0.510832793154313,0.279,0.025,1.93088971503793e-144,"6","ZC3H3"
"SRD5A1",1.2481801742225e-147,0.615741673676713,0.37,0.047,3.28670803476268e-143,"6","SRD5A1"
"DNAJC12",1.09842081729098e-146,0.752424931024436,0.484,0.083,2.89236169609061e-142,"6","DNAJC12"
"MTUS2",1.11792324914771e-146,0.433641808026787,0.26,0.021,2.94371549965575e-142,"6","MTUS2"
"ESYT11",1.33953237312083e-146,0.899558415635575,0.667,0.157,3.52725664490178e-142,"6","ESYT1"
"MYH14",5.34343668209006e-144,0.704359703400202,0.557,0.112,1.40703374712796e-139,"6","MYH14"
"SREBF1",7.49349512366593e-144,0.787840721701847,0.562,0.116,1.97318713596371e-139,"6","SREBF1"
"CABP7",8.2129313930137e-144,0.466708760686386,0.258,0.021,2.16262909440837e-139,"6","CABP7"
"C14orf132",2.4896925259778e-143,0.614545449631878,0.527,0.1,6.55585835940473e-139,"6","C14orf132"
"NKX2-2",9.87495295163946e-143,0.645767799670918,0.662,0.153,2.6002726112257e-138,"6","NKX2-2"
"EDARADD",1.718169468748e-142,0.576688106272472,0.372,0.049,4.52428384510723e-138,"6","EDARADD"
"DNAJB9",4.83765428696506e-142,0.58229042782217,0.457,0.077,1.27385112684364e-137,"6","DNAJB9"
"CNIH21",4.90430258230625e-142,1.03102729451974,0.715,0.182,1.29140095597288e-137,"6","CNIH2"
"SCD5",6.99751336658171e-141,0.685502782370343,0.363,0.048,1.8425852196883e-136,"6","SCD5"
"PVRL3",1.18316549634971e-140,0.523186769714817,0.274,0.026,3.11551138498805e-136,"6","PVRL3"
"MAPT",3.56984588691771e-140,0.678445776637078,0.363,0.048,9.40011818943171e-136,"6","MAPT"
"GPSM1",5.53444504431546e-140,0.895214217443781,0.358,0.047,1.45733006906915e-135,"6","GPSM1"
"G6PC21",1.35458837601767e-139,1.05691311161828,0.797,0.223,3.56690211172974e-135,"6","G6PC2"
"PKIB",3.17243889397552e-139,0.597571811471171,0.304,0.033,8.35366609561635e-135,"6","PKIB"
"TUBB2B",4.11614805355951e-139,0.561012602779027,0.331,0.039,1.08386410546329e-134,"6","TUBB2B"
"MXRA71",1.07639373878631e-138,1.03847159555471,0.927,0.338,2.83435999297211e-134,"6","MXRA7"
"ABCA3",1.8383811301051e-138,0.593946245007542,0.397,0.059,4.84082519179275e-134,"6","ABCA3"
"NLRP11",2.29022433582855e-137,0.669591688446379,0.669,0.16,6.03061872110373e-133,"6","NLRP1"
"CHPF",2.18062507000951e-135,0.77774050181374,0.582,0.131,5.74202193434905e-131,"6","CHPF"
"ELAVL4",1.24981100592954e-132,0.601892829472325,0.368,0.052,3.29100234081368e-128,"6","ELAVL4"
"TBCC",4.98584985537922e-131,0.646482975772941,0.379,0.057,1.31287398391846e-126,"6","TBCC"
"IAPP2",1.36941628513e-130,1.72428816852109,0.989,0.748,3.60594696200431e-126,"6","IAPP"
"VEGFA",1.60442891927883e-130,0.704585678986629,0.781,0.231,4.22478223024501e-126,"6","VEGFA"
"CNP1",4.93532767455707e-130,0.895296003034138,0.628,0.158,1.29957048326437e-125,"6","CNP"
"PAPSS21",3.54323583243414e-129,0.806884334276047,0.717,0.194,9.33004859396558e-125,"6","PAPSS2"
"YWHAQ",4.12953827036044e-129,0.672938239158061,0.719,0.197,1.08739001735131e-124,"6","YWHAQ"
"MSI2",1.91016771133105e-128,0.804801889702057,0.562,0.126,5.02985361747692e-124,"6","MSI2"
"ITPR3",2.11375712758273e-128,0.68355409627907,0.422,0.071,5.56594526835084e-124,"6","ITPR3"
"SCD1",9.92869059395457e-128,0.877668156363255,0.721,0.204,2.61442280720012e-123,"6","SCD"
"ENO2",5.86518914861271e-127,0.636849406923145,0.479,0.092,1.5444216066127e-122,"6","ENO2"
"DPP6",8.673308536734e-127,0.526075701583638,0.559,0.122,2.2838556038928e-122,"6","DPP6"
"TMED6",3.33902574024022e-126,0.464227408650485,0.315,0.04,8.79232257920056e-122,"6","TMED6"
"RASD12",3.67883724490215e-126,0.916583711638068,0.797,0.23,9.68711423327633e-122,"6","RASD1"
"PFN2",1.07997448223176e-124,0.493337779595741,0.664,0.17,2.84378880661266e-120,"6","PFN2"
"MLXIPL1",1.16524428312066e-124,0.659590710490053,0.644,0.164,3.06832124631333e-120,"6","MLXIPL"
"LMO1",1.49046444269147e-124,0.425314871027885,0.313,0.039,3.92469097049519e-120,"6","LMO1"
"DHRS21",2.23214669118763e-124,0.507352864880531,0.589,0.128,5.87768866723527e-120,"6","DHRS2"
"SERINC1",5.99099345119988e-124,0.646145980238692,0.628,0.16,1.57754839556995e-119,"6","SERINC1"
"RASA4B1",2.54048921007257e-123,0.481586097784444,0.655,0.166,6.6896161879631e-119,"6","RASA4B"
"MAP1LC3A1",2.90522211511269e-123,0.491723029750749,0.603,0.144,7.65003087351473e-119,"6","MAP1LC3A"
"CLCN3",2.57474420469712e-122,0.593541982436831,0.452,0.086,6.77981643980846e-118,"6","CLCN3"
"HYOU1",9.01568511652842e-122,0.664630015015492,0.566,0.133,2.37401020488426e-117,"6","HYOU1"
"ATP6V0E2",9.96204640938268e-122,0.582658192177002,0.603,0.146,2.62320606051865e-117,"6","ATP6V0E2"
"MNX1",2.41346511677551e-121,0.480368067650124,0.418,0.072,6.35513634549327e-117,"6","MNX1"
"FBXO7",8.06330573142072e-121,0.462417611133844,0.644,0.167,2.12322966519771e-116,"6","FBXO7"
"RNF130",1.42206377559059e-120,0.644866150957875,0.511,0.111,3.74457833388513e-116,"6","RNF130"
"PCP4",6.56696186090967e-120,0.623250823575606,0.616,0.149,1.72921239721473e-115,"6","PCP4"
"CERK",1.33589164691907e-119,0.560249404940771,0.468,0.093,3.5176698846673e-115,"6","CERK"
"RASA41",3.28173390067831e-119,0.470689860734002,0.63,0.159,8.64146170726614e-115,"6","RASA4"
"ZBED3",2.96912788824107e-118,0.482626473978669,0.345,0.051,7.8183075553164e-114,"6","ZBED3"
"PEPD",4.31785304838874e-118,0.54862271239877,0.39,0.067,1.13697706470172e-113,"6","PEPD"
"AC013275.2",1.10125224570739e-117,0.62285618110388,0.311,0.042,2.8998174133967e-113,"6","AC013275.2"
"SMPD12",1.38977197937124e-117,0.6500434594013,0.632,0.166,3.65954757608034e-113,"6","SMPD1"
"KCNJ11",1.99560612701038e-117,0.422405010348283,0.395,0.067,5.25483005364374e-113,"6","KCNJ11"
"NEUROD11",1.12168796832627e-115,0.736056554716385,0.833,0.254,2.95362875819673e-111,"6","NEUROD1"
"GNG41",3.54424284947534e-115,0.418279086149258,0.639,0.162,9.33270027123847e-111,"6","GNG4"
"SEPW11",7.4313311258988e-114,0.451686688692264,0.737,0.218,1.95681811207167e-109,"6","SEPW1"
"CHN1",1.74432863878259e-113,0.371341315068047,0.272,0.033,4.59316617164233e-109,"6","CHN1"
"LIMCH1",1.75662484694915e-113,0.536213781197644,0.432,0.083,4.6255445469865e-109,"6","LIMCH1"
"WNT41",2.07510832303215e-113,0.659753216205226,0.568,0.139,5.46417523620826e-109,"6","WNT4"
"SEC61A11",2.17148930505881e-113,0.705261822392446,0.635,0.174,5.71796563808086e-109,"6","SEC61A1"
"GSE1",5.94032395405733e-113,0.51505867197093,0.468,0.098,1.56420610358238e-108,"6","GSE1"
"METRN1",2.37278553937958e-112,0.658504969820104,0.721,0.216,6.2480188822943e-108,"6","METRN"
"PLEKHA6",3.36537196639097e-112,0.523073760823505,0.304,0.042,8.86169746190071e-108,"6","PLEKHA6"
"GNG7",9.35658607050712e-112,0.451520723106241,0.324,0.048,2.46377624408594e-107,"6","GNG7"
"CACNA1H",6.2538970209585e-111,0.427019938013698,0.349,0.055,1.64677616355879e-106,"6","CACNA1H"
"NDFIP1",2.52600535544096e-110,0.542122671493395,0.605,0.16,6.65147730194712e-106,"6","NDFIP1"
"STXBP1",6.72970388860996e-110,0.342654954181708,0.546,0.128,1.77206562794878e-105,"6","STXBP1"
"ALCAM",7.97756578277691e-110,0.553967157908103,0.384,0.068,2.10065262192082e-105,"6","ALCAM"
"OLFM2",1.08403315049004e-109,0.492718823221576,0.461,0.096,2.85447609187038e-105,"6","OLFM2"
"TPD52",1.21491757035762e-109,0.52338927054569,0.662,0.186,3.19912094626568e-105,"6","TPD52"
"TAGLN3",1.91845820340149e-109,0.407193059144024,0.345,0.054,5.05168414119681e-105,"6","TAGLN3"
"TFF3",2.82311912748741e-109,0.734242455578846,0.304,0.043,7.43383728649986e-105,"6","TFF3"
"SPRYD3",9.20124656616802e-109,0.514782479920114,0.452,0.094,2.42287224580336e-104,"6","SPRYD3"
"LYSMD2",9.25611931164806e-109,0.395679557172979,0.349,0.057,2.43732133714317e-104,"6","LYSMD2"
"ATP6V1G1",1.60493795373927e-107,0.570121325924744,0.82,0.286,4.22612261978623e-103,"6","ATP6V1G1"
"ENO1",5.95720258160611e-107,0.8303976631096,0.849,0.315,1.56865058378852e-102,"6","ENO1"
"FUCA1",1.8665809469666e-106,0.462277999740521,0.422,0.084,4.91508094955246e-102,"6","FUCA1"
"NCOR2",3.0686303922984e-106,0.410727436253492,0.555,0.141,8.08031754900015e-102,"6","NCOR2"
"PREPL",3.23779396422565e-106,0.488766997493475,0.468,0.102,8.52575906659897e-102,"6","PREPL"
"LMBRD1",1.24179266672577e-105,0.559972080800293,0.461,0.101,3.26988845002229e-101,"6","LMBRD1"
"BAG3",2.11890821549599e-105,0.420898628899477,0.276,0.037,5.57950911304405e-101,"6","BAG3"
"NR3C1",2.13432175493198e-105,0.496836441014127,0.425,0.085,5.6200960450869e-101,"6","NR3C1"
"ACVR1B",4.0147315736754e-105,0.415641680956955,0.283,0.039,1.05715911798021e-100,"6","ACVR1B"
"MTND2P282",9.95100619618422e-105,0.489912381667487,0.753,0.239,2.62029895157923e-100,"6","MTND2P28"
"PAX63",1.16860512052729e-104,0.507413597404125,0.76,0.234,3.07717100337247e-100,"6","PAX6"
"KCNK161",3.94904720295816e-104,0.702501873501273,0.511,0.121,1.03986310948294e-99,"6","KCNK16"
"FURIN",4.68732082752699e-104,0.518568004934907,0.616,0.169,1.23426532030441e-99,"6","FURIN"
"TBC1D22A",4.76718906767078e-103,0.54317063735134,0.336,0.057,1.25529622529907e-98,"6","TBC1D22A"
"PDE4DIP1",8.72734052005738e-103,0.529219930909977,0.555,0.145,2.29808330574151e-98,"6","PDE4DIP"
"PPDPF",1.30344921894326e-102,0.542246960316539,0.74,0.232,3.4322424833214e-98,"6","PPDPF"
"GTF3C1",3.94868046703017e-102,0.503111747059275,0.306,0.047,1.03976654057838e-97,"6","GTF3C1"
"MAP1B1",4.19772012389225e-102,0.387286904196937,0.612,0.166,1.10534366302331e-97,"6","MAP1B"
"SCGN2",7.593520317777e-102,0.947331011541902,0.968,0.423,1.99952577007704e-97,"6","SCGN"
"AHCYL1",4.53709115634375e-101,0.580851667775509,0.831,0.293,1.19470684328844e-96,"6","AHCYL1"
"RPS26",5.48641597496799e-100,0.647834474533691,0.792,0.284,1.44468305452857e-95,"6","RPS26"
"SRPR",4.26816870083633e-99,0.427735715001372,0.562,0.149,1.12389418230422e-94,"6","SRPR"
"TTC31",4.93259711871659e-99,0.563040311781256,0.635,0.189,1.29885147330045e-94,"6","TTC3"
"TMED10",5.13493342382524e-99,0.409429242299345,0.774,0.263,1.35213066916166e-94,"6","TMED10"
"ACLY",1.58744024731474e-98,0.487175504874807,0.603,0.169,4.18004765922918e-94,"6","ACLY"
"EID1",3.82890536401186e-98,0.433992574865687,0.646,0.191,1.0082273604516e-93,"6","EID1"
"APLP21",1.26011534352077e-97,0.445086001161827,0.724,0.228,3.31813572255889e-93,"6","APLP2"
"KIF1A",1.88288576082884e-97,0.362557401248749,0.553,0.145,4.95801478541451e-93,"6","KIF1A"
"RP11-750B16.1",4.09220272325043e-97,0.479239424235235,0.6,0.17,1.0775588210863e-92,"6","RP11-750B16.1"
"KCNH2",5.15362359625576e-97,0.415990855264088,0.509,0.125,1.35705216536607e-92,"6","KCNH2"
"SLC7A5",7.4961774030933e-97,0.490906438568107,0.363,0.068,1.97389343378253e-92,"6","SLC7A5"
"RPL36AL",9.24937236549748e-97,0.518077874228539,0.808,0.285,2.4355447312828e-92,"6","RPL36AL"
"APLP12",1.62885470016712e-96,0.482393228687286,0.705,0.214,4.28910019648006e-92,"6","APLP1"
"DUSP26",1.68092840764752e-96,0.514776747882276,0.411,0.086,4.42622068301744e-92,"6","DUSP26"
"CDKN1C2",8.71445394714886e-96,1.46108734699201,0.79,0.296,2.29469001336324e-91,"6","CDKN1C"
"PARM11",1.50278974067707e-95,0.447441908737949,0.562,0.151,3.95714594515085e-91,"6","PARM1"
"SF3B5",1.53433069984811e-95,0.449682648732506,0.619,0.183,4.04019959884004e-91,"6","SF3B5"
"BEX12",1.71243951990956e-95,0.463428773102533,0.815,0.27,4.50919574382587e-91,"6","BEX1"
"CANX",3.01758983836823e-95,0.410594340071017,0.621,0.182,7.94591756239122e-91,"6","CANX"
"UBE3C",1.16481532944229e-94,0.440903139592259,0.438,0.1,3.06719172548744e-90,"6","UBE3C"
"RPL211",1.50856528931694e-94,0.838427469281102,0.906,0.4,3.97235411982936e-90,"6","RPL21"
"FAM46C",1.80897490350259e-94,0.445478192370485,0.354,0.067,4.76339271590302e-90,"6","FAM46C"
"GORASP2",2.0765407194161e-94,0.430741016035202,0.434,0.097,5.46794702236648e-90,"6","GORASP2"
"SYT41",2.76340181620475e-94,0.625872813811309,0.34,0.062,7.27658966243034e-90,"6","SYT4"
"PIGP",3.95035001003684e-94,0.471394116655276,0.333,0.06,1.0402061646429e-89,"6","PIGP"
"NAA38",3.98584866355134e-94,0.362653686491594,0.61,0.176,1.04955367008634e-89,"6","NAA38"
"PSMB5",4.0395470748173e-94,0.33510473884995,0.648,0.193,1.06369353574089e-89,"6","PSMB5"
"USP11",4.3949378486952e-94,0.254069617292112,0.53,0.138,1.15727503431842e-89,"6","USP11"
"TMEM591",1.17735901348718e-93,0.620248598858039,0.779,0.274,3.10022175431444e-89,"6","TMEM59"
"CXXC5",1.2274516383332e-93,0.466281287675521,0.703,0.229,3.23212565405899e-89,"6","CXXC5"
"SLC25A29",2.83845803144316e-92,0.466262486679262,0.267,0.039,7.47422768839613e-88,"6","SLC25A29"
"CAMK2B2",3.03822082757084e-92,0.417860447750951,0.498,0.124,8.00024308315952e-88,"6","CAMK2B"
"HSP90B1",4.21100060791009e-92,0.66178475217161,0.717,0.244,1.10884068007488e-87,"6","HSP90B1"
"BRD7",8.62737444908625e-92,0.392858791178961,0.445,0.104,2.27176023993339e-87,"6","BRD7"
"NBEA",8.66772799947235e-92,0.47262332157141,0.345,0.066,2.28238613682106e-87,"6","NBEA"
"UCN31",1.05231985705778e-91,0.513432538431459,0.669,0.206,2.77096864760454e-87,"6","UCN3"
"FKBP21",1.06434799714264e-91,0.537556301956512,0.756,0.257,2.80264114607599e-87,"6","FKBP2"
"ATP6V1E1",1.39195933701249e-91,0.415238464151143,0.644,0.2,3.66530732622129e-87,"6","ATP6V1E1"
"ACAT1",6.88459426211008e-91,0.450725402157463,0.425,0.098,1.81285136109883e-86,"6","ACAT1"
"MAPRE31",7.00150681643951e-91,0.438693178274203,0.484,0.122,1.84363677490485e-86,"6","MAPRE3"
"CDC42EP3",2.61697978729137e-90,0.577050326628788,0.461,0.112,6.89103117589564e-86,"6","CDC42EP3"
"EIF4A21",2.97373778823061e-90,0.47158302386663,0.858,0.325,7.83044634396884e-86,"6","EIF4A2"
"NFIC",3.95994887702917e-90,0.436800848850086,0.692,0.222,1.04273373829932e-85,"6","NFIC"
"ODC1",5.71582002135898e-90,0.426812996372049,0.386,0.081,1.50508972802425e-85,"6","ODC1"
"SNRPN1",8.67371844343854e-90,0.598178826732044,0.858,0.323,2.28396354052624e-85,"6","SNRPN"
"HSPA41",1.1511719273476e-89,0.580547414000359,0.651,0.205,3.0312659190917e-85,"6","HSPA4"
"TSC22D1",1.6686123213432e-89,0.478239108098507,0.63,0.196,4.39378996456091e-85,"6","TSC22D1"
"SPCS2",2.14724491668313e-89,0.511401393837663,0.505,0.134,5.65412531461001e-85,"6","SPCS2"
"DDX24",2.88108079268783e-89,0.349314919752368,0.582,0.169,7.58646194330558e-85,"6","DDX24"
"VOPP1",3.24015116211032e-89,0.403837581343309,0.6,0.177,8.53196604006889e-85,"6","VOPP1"
"ARPP19",3.72284470684612e-89,0.38005628437463,0.546,0.152,9.8029946820672e-85,"6","ARPP19"
"TGOLN2",6.25323396599101e-89,0.387630731054799,0.626,0.192,1.64660156792475e-84,"6","TGOLN2"
"LMAN1",6.34756883127415e-89,0.303251702137934,0.511,0.136,1.67144182465111e-84,"6","LMAN1"
"PLEKHM2",7.65782766399619e-89,0.529984950674349,0.429,0.102,2.01645918048348e-84,"6","PLEKHM2"
"NFASC1",1.06911018267539e-88,0.481162302257648,0.418,0.095,2.81518093302085e-84,"6","NFASC"
"CHST9",1.29645122641517e-88,0.434073592482175,0.267,0.041,3.41381536939643e-84,"6","CHST9"
"SSR3",1.39470219150431e-88,0.367712735249251,0.532,0.147,3.67252981066915e-84,"6","SSR3"
"PERP",5.12691974954067e-88,0.322524349283181,0.594,0.175,1.35002050844905e-83,"6","PERP"
"SLC39A14",9.93639646565136e-87,0.384152197128174,0.404,0.091,2.61645191733532e-82,"6","SLC39A14"
"TOB1",1.11471916045215e-86,0.524159822715431,0.292,0.051,2.9352784933026e-82,"6","TOB1"
"TSHZ1",4.9241186901588e-86,0.316076498128871,0.356,0.072,1.29661893349261e-81,"6","TSHZ1"
"SLC35B1",5.41236523907532e-86,0.387705218040347,0.459,0.116,1.42518401475331e-81,"6","SLC35B1"
"XBP11",1.04573744991109e-85,0.305172352561705,0.721,0.241,2.75363585310588e-81,"6","XBP1"
"PGRMC2",1.19456409136301e-85,0.488677823600272,0.427,0.104,3.14552616537709e-81,"6","PGRMC2"
"MAN1A11",2.92178255881086e-85,0.537225263383476,0.525,0.146,7.69363783386075e-81,"6","MAN1A1"
"BRD2",3.17592549957281e-85,0.4118255579812,0.532,0.15,8.36284702547512e-81,"6","BRD2"
"UQCRB",3.32327056045181e-85,0.572649244205044,0.671,0.226,8.75083603978171e-81,"6","UQCRB"
"MTND4P121",3.68420506415178e-85,0.379682428708886,0.655,0.214,9.70124877492446e-81,"6","MTND4P12"
"CLSTN11",4.9315317150678e-85,0.429502191528522,0.55,0.16,1.29857093121165e-80,"6","CLSTN1"
"RAB2A",5.07273423280258e-85,0.354590484078847,0.568,0.169,1.33575237818158e-80,"6","RAB2A"
"OCIAD1",5.42127809846086e-85,0.36950859502508,0.473,0.123,1.42753094888671e-80,"6","OCIAD1"
"VAMP21",6.62301335540797e-85,0.378638756277614,0.847,0.315,1.74397187674603e-80,"6","VAMP2"
"TMEM30A1",1.31542562771213e-84,0.395228353171302,0.525,0.147,3.46377876289159e-80,"6","TMEM30A"
"SGCB",1.52576730075012e-84,0.40163802640946,0.374,0.081,4.01765045633522e-80,"6","SGCB"
"DNAJC3",1.92080601420459e-84,0.330116679896991,0.397,0.091,5.05786639660353e-80,"6","DNAJC3"
"ZNF395",1.93483125339048e-84,0.509674231175889,0.548,0.16,5.0947976564278e-80,"6","ZNF395"
"ID11",2.44321875047883e-84,0.982652871423939,0.58,0.178,6.43348361376086e-80,"6","ID1"
"CDK2AP1",2.95767136862714e-84,0.356749493924549,0.644,0.206,7.78814024786898e-80,"6","CDK2AP1"
"NFE2L1",3.69684553475399e-84,0.370228975112452,0.5,0.136,9.7345336621142e-80,"6","NFE2L1"
"SCAMP51",5.24110154714508e-84,0.294971617222157,0.557,0.16,1.38008685939424e-79,"6","SCAMP5"
"NSMF",5.2757552870433e-84,0.504844603244738,0.432,0.107,1.38921188218424e-79,"6","NSMF"
"CPE2",7.59122684449922e-84,0.980120334463111,0.968,0.514,1.99892185269354e-79,"6","CPE"
"AIG1",9.07869374177662e-84,0.359451889802384,0.413,0.097,2.39060163608462e-79,"6","AIG1"
"ATP6V0B1",1.528236126863e-83,0.423620807915522,0.765,0.273,4.02415136925564e-79,"6","ATP6V0B"
"BMI1",1.55978533739944e-83,0.462390385306787,0.285,0.049,4.1072267504402e-79,"6","BMI1"
"AACS",2.6121593749872e-83,0.447542565632991,0.409,0.097,6.8783380662163e-79,"6","AACS"
"SVIP",3.08634119386114e-83,0.261884732665032,0.507,0.139,8.12695363167515e-79,"6","SVIP"
"AP2B1",6.16697521508483e-83,0.482590867130371,0.635,0.208,1.62388791363614e-78,"6","AP2B1"
"TCAF1",1.06368631291911e-82,0.426723946376235,0.39,0.089,2.80089879917859e-78,"6","TCAF1"
"ABR",1.46120861851096e-82,0.458622101469911,0.393,0.091,3.84765453426306e-78,"6","ABR"
"ANXA7",2.67951182377415e-82,0.395372702695107,0.523,0.15,7.05569053436208e-78,"6","ANXA7"
