"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ID2",1.78085714892471e-30,0.695960517928354,0.358,0.16,4.68935304454856e-26,"5","ID2"
"GAD21",5.57868667980746e-30,0.287277668153223,0.422,0.191,1.4689797765269e-25,"5","GAD2"
"RN7SL371P1",6.98471258259673e-30,1.08392646841666,0.275,0.108,1.83921451724937e-25,"5","RN7SL371P"
"SLC43A21",8.30553413148146e-30,1.15284976662951,0.456,0.242,2.1870132475017e-25,"5","SLC43A2"
"RBP1",1.28269894962929e-29,0.338319245963734,0.358,0.159,3.37760287416384e-25,"5","RBP1"
"ALDH6A11",1.50576824520484e-29,1.0536893022167,0.336,0.149,3.96498894327338e-25,"5","ALDH6A1"
"C2orf15.11",5.8840792790133e-29,1.17277616698965,0.303,0.13,1.54939575574978e-24,"5","C2orf15.1"
"SAMD11",1.23690804086843e-28,0.43639464916713,0.253,0.092,3.25702625321474e-24,"5","SAMD11"
"PCSK71",1.88582833866129e-28,1.16907887378449,0.393,0.198,4.96576318136291e-24,"5","PCSK7"
"RHOBTB3",2.39991641799644e-28,0.458451292480891,0.426,0.206,6.31945991186823e-24,"5","RHOBTB3"
"XKR41",3.74597373817941e-28,1.39607004033085,0.281,0.116,9.86389804737401e-24,"5","XKR4"
"EEF1A21",5.1784731728733e-28,0.520203130331961,0.46,0.236,1.363595555881e-23,"5","EEF1A2"
"GOLGA2",5.58184150823761e-28,0.626781851032674,0.405,0.202,1.46981050594913e-23,"5","GOLGA2"
"TYRO31",6.76133755408852e-28,0.866881238544747,0.287,0.12,1.78039540474259e-23,"5","TYRO3"
"INSM1",1.22238667868547e-27,0.351240025227306,0.32,0.137,3.21878860231458e-23,"5","INSM1"
"FGFR11",1.71602066893498e-27,0.386276781852005,0.401,0.199,4.51862562543958e-23,"5","FGFR1"
"SPATS21",2.35049242232557e-27,1.07955654927405,0.35,0.166,6.18931664646768e-23,"5","SPATS2"
"DFFA1",2.53784313096615e-27,1.11076285403167,0.352,0.17,6.68264853246006e-23,"5","DFFA"
"SNHG141",2.61430122850861e-27,0.666955848072419,0.375,0.179,6.88397799490886e-23,"5","SNHG14"
"CBR3-AS11",7.98001009798902e-27,1.08356910216964,0.263,0.106,2.10129625900247e-22,"5","CBR3-AS1"
"ARL101",1.23129611843501e-26,1.34208069320672,0.297,0.13,3.24224893906307e-22,"5","ARL10"
"MALAT12",1.9981608538003e-26,0.762049323773627,0.925,0.794,5.26155716022696e-22,"5","MALAT1"
"SLC4A81",2.13712527786673e-26,0.519880307779172,0.287,0.122,5.62747828167867e-22,"5","SLC4A8"
"RP11-1391J7.11",2.64504593642322e-26,1.18561766370979,0.295,0.13,6.96493495978962e-22,"5","RP11-1391J7.1"
"SBF21",3.09489564323347e-26,0.929148709793886,0.344,0.166,8.14947920776238e-22,"5","SBF2"
"PPIG1",3.14790568690787e-26,0.80058814171797,0.348,0.167,8.2890652547658e-22,"5","PPIG"
"HS3ST1",3.93783775231924e-26,1.10733987858155,0.275,0.117,1.0369114369407e-21,"5","HS3ST1"
"ZNF5561",4.98276009090828e-26,0.962872633356978,0.285,0.122,1.31206038713797e-21,"5","ZNF556"
"KAT6B1",5.36388810996269e-26,0.914006368773915,0.301,0.134,1.41241901711538e-21,"5","KAT6B"
"ABCC81",6.10919533775311e-26,0.445494852743084,0.538,0.279,1.60867331633715e-21,"5","ABCC8"
"RAB3B1",9.98241945496497e-26,0.569605642750438,0.556,0.326,2.62857069088138e-21,"5","RAB3B"
"SCAF11",1.33739773069228e-25,0.571710470401863,0.31,0.138,3.52163570445891e-21,"5","SCAF11"
"MAB21L31",2.24531988664581e-25,0.70363619094308,0.36,0.17,5.91237632551574e-21,"5","MAB21L3"
"CHST121",2.31329838681128e-25,1.38597245583068,0.411,0.225,6.09137731215148e-21,"5","CHST12"
"TF1",2.36694426068111e-25,0.643993586142541,0.334,0.157,6.23263762722551e-21,"5","TF"
"DHRS2",2.53008345791043e-25,0.423179004265694,0.326,0.144,6.66221576136974e-21,"5","DHRS2"
"KIAA19191",4.74225870471107e-25,1.02316594163557,0.308,0.141,1.24873156212452e-20,"5","KIAA1919"
"PPL1",7.42083246456407e-25,0.508008044680867,0.305,0.137,1.95405360456901e-20,"5","PPL"
"SLC16A101",1.97232641250692e-24,1.20295979732274,0.32,0.154,5.19352990941321e-20,"5","SLC16A10"
"STAT31",2.77222983340609e-24,0.707922556001464,0.377,0.196,7.29983559732493e-20,"5","STAT3"
"SMAGP",3.00369509098691e-24,0.855570487486204,0.281,0.124,7.90932991358673e-20,"5","SMAGP"
"CYP20A11",8.87243377209832e-24,0.869765775754898,0.31,0.145,2.33628926086893e-19,"5","CYP20A1"
"HMGN22",1.1160116791322e-23,0.312484311200867,0.464,0.253,2.9386819534909e-19,"5","HMGN2"
"TTLL71",1.15146875891833e-23,0.635482810436909,0.273,0.12,3.03204753598374e-19,"5","TTLL7"
"ICA1L1",1.16858771657407e-23,0.764912598169556,0.255,0.11,3.07712517528283e-19,"5","ICA1L"
"RP11-390F4.31",1.43006930996594e-23,0.681458918929924,0.259,0.109,3.76565850700231e-19,"5","RP11-390F4.3"
"CCDC1421",1.6303425212974e-23,1.07216243460539,0.434,0.238,4.29301792708031e-19,"5","CCDC142"
"CDC42BPG1",2.85106917235137e-23,0.652901064148259,0.293,0.135,7.50743534463564e-19,"5","CDC42BPG"
"POLH1",3.37980124193149e-23,1.25475780385352,0.263,0.114,8.899692630254e-19,"5","POLH"
"PDE4DIP",3.69212184744336e-23,0.585520594831385,0.326,0.159,9.72209524868786e-19,"5","PDE4DIP"
"ADAM101",3.7335210938875e-23,1.02349432109546,0.483,0.28,9.83110774442456e-19,"5","ADAM10"
"L2HGDH1",5.85418152921163e-23,0.603530825821371,0.393,0.206,1.54152308027201e-18,"5","L2HGDH"
"RNF1151",6.28730094504232e-23,0.932915072304399,0.305,0.147,1.65557208484854e-18,"5","RNF115"
"LRRC581",7.30915201350772e-23,0.865574123232297,0.354,0.183,1.92464590819685e-18,"5","LRRC58"
"REL1",9.6721831793604e-23,0.664006863208636,0.399,0.206,2.54687927478918e-18,"5","REL"
"FAM63B1",1.08874406651919e-22,0.818993990609971,0.261,0.116,2.86688087595834e-18,"5","FAM63B"
"USP81",1.33825763383195e-22,0.820401454832639,0.336,0.169,3.52390000140628e-18,"5","USP8"
"QDPR1",1.36998022027599e-22,0.30273748637554,0.344,0.167,3.60743191603075e-18,"5","QDPR"
"NPDC12",1.58755813472251e-22,0.318644032491813,0.517,0.289,4.1803580803513e-18,"5","NPDC1"
"SPPL2A1",1.73160657579992e-22,0.880410270249262,0.33,0.163,4.55966643539635e-18,"5","SPPL2A"
"EMC101",1.95218321960691e-22,0.344048163139161,0.599,0.368,5.14048885386892e-18,"5","EMC10"
"C11orf581",1.98806772170819e-22,0.616845494095917,0.399,0.218,5.234979924802e-18,"5","C11orf58"
"HOOK3",2.20534276150107e-22,0.77680719000974,0.314,0.153,5.80710855958461e-18,"5","HOOK3"
"SYP1",2.23299831559506e-22,0.47914655921235,0.316,0.149,5.87993116462491e-18,"5","SYP"
"GABPB21",3.84398121916574e-22,1.08067497399317,0.259,0.115,1.01219713463072e-17,"5","GABPB2"
"SSBP41",4.21303562805454e-22,0.402367137543947,0.265,0.119,1.10937654157932e-17,"5","SSBP4"
"AC008079.101",4.25198235835625e-22,1.23447513010001,0.299,0.145,1.11963199460237e-17,"5","AC008079.10"
"RPL7L11",5.43058282438418e-22,0.630396272788306,0.418,0.228,1.42998106931684e-17,"5","RPL7L1"
"ABI21",6.32201493896672e-22,0.417113447470791,0.295,0.137,1.66471297372872e-17,"5","ABI2"
"AGO31",7.24499547100168e-22,0.772306250763087,0.308,0.149,1.90775220742416e-17,"5","AGO3"
"CSNK2A11",8.24644555800916e-22,1.10298536800878,0.411,0.233,2.17145404433497e-17,"5","CSNK2A1"
"UBE2G2",8.89111837540625e-22,0.751531121872758,0.269,0.122,2.34120929061197e-17,"5","UBE2G2"
"TPPP3",9.51103663277079e-22,0.461945604142187,0.283,0.129,2.5044461661412e-17,"5","TPPP3"
"GBF11",9.87659172149592e-22,0.685684804278878,0.363,0.189,2.6007041321043e-17,"5","GBF1"
"IREB21",1.19856776483873e-21,0.95235961774342,0.303,0.148,3.15606863837335e-17,"5","IREB2"
"RP11-111M22.21",1.22456056967464e-21,0.958437381063356,0.297,0.143,3.22451289206725e-17,"5","RP11-111M22.2"
"BEX11",2.28759849121975e-21,0.273483741003454,0.517,0.287,6.02370434707985e-17,"5","BEX1"
"KMT2A1",2.59228799591382e-21,0.606740369886018,0.314,0.154,6.82601275084026e-17,"5","KMT2A"
"CRELD11",3.37843005314918e-21,0.770339812855666,0.316,0.157,8.89608201595242e-17,"5","CRELD1"
"TTBK21",4.21809056670497e-21,0.6340900137379,0.277,0.127,1.11070760802475e-16,"5","TTBK2"
"ATXN21",8.11962883679078e-21,0.741896845383314,0.322,0.162,2.13806066530375e-16,"5","ATXN2"
"SEMA3E1",1.08536671152789e-20,0.917158010339891,0.481,0.286,2.85798762479524e-16,"5","SEMA3E"
"STX161",1.6926884467714e-20,0.684039858881489,0.297,0.144,4.45718721803845e-16,"5","STX16"
"SDCCAG81",2.2504756848516e-20,0.567231002363642,0.253,0.114,5.92595257335123e-16,"5","SDCCAG8"
"GPSM21",2.31453402287483e-20,0.822236388284404,0.275,0.132,6.09463098903399e-16,"5","GPSM2"
"SRP191",2.81502984113104e-20,0.500700762432291,0.293,0.142,7.41253657766625e-16,"5","SRP19"
"CMIP",3.29639194920203e-20,0.276681583316632,0.305,0.148,8.68005928063877e-16,"5","CMIP"
"OLMALINC1",4.77098278969099e-20,0.702520421804128,0.383,0.21,1.25629518818143e-15,"5","OLMALINC"
"SEC61A1",7.42951669914255e-20,0.387588314752579,0.358,0.191,1.95634033721822e-15,"5","SEC61A1"
"FOXP1",8.7030858282748e-20,0.530474155597044,0.373,0.203,2.29169656030132e-15,"5","FOXP1"
"KDM1A1",9.70727224672093e-20,0.560248496935275,0.285,0.138,2.55611892800655e-15,"5","KDM1A"
"RP11-463O12.51",1.03139655920136e-19,1.10641766119579,0.305,0.159,2.71587341968903e-15,"5","RP11-463O12.5"
"CECR12",1.18950987147541e-19,0.290709013778868,0.434,0.242,3.13221739356905e-15,"5","CECR1"
"PNPT11",1.96316238674982e-19,0.822273844778616,0.253,0.117,5.16939919678964e-15,"5","PNPT1"
"ZNF261",1.98144287697465e-19,1.08704065479211,0.31,0.163,5.21753538364964e-15,"5","ZNF26"
"RBM23",2.02588904639871e-19,0.299829261742872,0.316,0.16,5.33457103697709e-15,"5","RBM23"
"MAPK8IP21",2.09516324975379e-19,0.26768410099307,0.251,0.114,5.51698386925168e-15,"5","MAPK8IP2"
"EGR1",2.10439228419619e-19,0.456653436541787,0.491,0.289,5.54128576274541e-15,"5","EGR1"
"OAZ2",2.57239067079274e-19,0.284636827441304,0.367,0.194,6.77361911433144e-15,"5","OAZ2"
"RP11-406A9.21",3.3284906793018e-19,0.428898440835431,0.326,0.166,8.7645816567375e-15,"5","RP11-406A9.2"
"BAZ2B1",3.41616378603878e-19,0.809107611172414,0.285,0.142,8.99544248139731e-15,"5","BAZ2B"
"CNP",4.07400179053972e-19,0.295950241371671,0.338,0.176,1.07276615148492e-14,"5","CNP"
"MLXIPL",4.11385657598343e-19,0.534749571572625,0.348,0.182,1.08326071358796e-14,"5","MLXIPL"
"SPG71",4.5338979090459e-19,0.775139615611248,0.395,0.22,1.19386599740997e-14,"5","SPG7"
"N4BP2L21",5.39599637510058e-19,0.608844969429033,0.293,0.148,1.42087376549148e-14,"5","N4BP2L2"
"TTC3",5.49867204741311e-19,0.295884040398197,0.375,0.204,1.44791032352482e-14,"5","TTC3"
"DIS3L1",7.48981954214559e-19,0.814887541535523,0.257,0.121,1.97221928183778e-14,"5","DIS3L"
"ARID1B1",7.69984207638781e-19,0.616328024836743,0.31,0.16,2.02752241555444e-14,"5","ARID1B"
"FXYD61",8.31771822202914e-19,0.348352837487716,0.387,0.209,2.19022156222471e-14,"5","FXYD6"
"AKAP91",1.10878667423122e-18,0.625509708145712,0.312,0.165,2.91965707058566e-14,"5","AKAP9"
"RNF411",1.38962444010307e-18,0.725729863736399,0.305,0.157,3.6591590756794e-14,"5","RNF41"
"ID1",1.81246390372075e-18,0.530741338483569,0.36,0.191,4.77257995127748e-14,"5","ID1"
"XIAP1",2.05669771573627e-18,1.00694527409468,0.34,0.185,5.41569642507674e-14,"5","XIAP"
"PAX62",2.07150058269129e-18,0.386403830533414,0.442,0.253,5.4546753343427e-14,"5","PAX6"
"XPO11",2.10736540039458e-18,0.812610434077795,0.285,0.143,5.549114572319e-14,"5","XPO1"
"RP3-412A9.171",2.17433759164846e-18,0.697319347507427,0.251,0.118,5.72546574632874e-14,"5","RP3-412A9.17"
"TAF151",2.56972704666603e-18,0.760860655381351,0.358,0.199,6.766605259281e-14,"5","TAF15"
"NBEAL11",3.1980464630117e-18,0.570516049317414,0.33,0.177,8.4210959464024e-14,"5","NBEAL1"
"SUGP2",3.35390486726301e-18,0.641656933922655,0.281,0.141,8.83150229647695e-14,"5","SUGP2"
"PPY1",6.01189637121648e-18,2.17309799789829,0.623,0.468,1.58305255246872e-13,"5","PPY"
"SYF2",7.77060465282053e-18,0.723511497145015,0.291,0.15,2.0461556171807e-13,"5","SYF2"
"MED281",8.19947150020009e-18,0.553779869818006,0.285,0.145,2.15908483543269e-13,"5","MED28"
"GNB51",1.08054458966098e-17,0.442159623406694,0.263,0.129,2.84529001349529e-13,"5","GNB5"
"TSC21",1.11499334269663e-17,0.720353972752387,0.279,0.143,2.93600046998878e-13,"5","TSC2"
"FXYD21",1.31916119431986e-17,0.351692437139998,0.666,0.447,3.47361525688306e-13,"5","FXYD2"
"MTND4P12",1.38530660714159e-17,0.387581608546188,0.403,0.23,3.64778935792523e-13,"5","MTND4P12"
"TRIM561",1.53403424300313e-17,0.556781714241138,0.342,0.192,4.03941896867585e-13,"5","TRIM56"
"SERAC11",1.58203849984118e-17,1.00049751924639,0.283,0.146,4.16582377778179e-13,"5","SERAC1"
"SMPD11",1.75397117309991e-17,0.255796638537151,0.342,0.183,4.61855689300669e-13,"5","SMPD1"
"SLC16A71",2.45338714895374e-17,0.33469356875684,0.393,0.226,6.46025904062499e-13,"5","SLC16A7"
"BCAM1",3.26682666560691e-17,0.398104244958027,0.261,0.127,8.60220797587612e-13,"5","BCAM"
"ABL21",4.10922928273976e-17,0.685790469050667,0.277,0.141,1.08204225473103e-12,"5","ABL2"
"CWC271",4.22844514703149e-17,0.780043706314373,0.251,0.123,1.11343417611633e-12,"5","CWC27"
"KPNA61",4.54009532165051e-17,0.408146614391243,0.36,0.201,1.19549790009701e-12,"5","KPNA6"
"PANK2",4.82851206226169e-17,0.854575856086973,0.255,0.126,1.27144379623475e-12,"5","PANK2"
"SEPW1",5.89277768194933e-17,0.293235002134456,0.405,0.238,1.5516862192109e-12,"5","SEPW1"
"RAP1B1",6.32024043785977e-17,0.709674279435093,0.293,0.158,1.66424571209723e-12,"5","RAP1B"
"SETD5",6.37992261159527e-17,0.406927155583322,0.352,0.199,1.67996122208527e-12,"5","SETD5"
"CACNG51",7.93175193825409e-17,1.11485024080743,0.259,0.128,2.08858892038107e-12,"5","CACNG5"
"DYNC1H11",1.11192115573946e-16,0.74096989337073,0.444,0.281,2.92791078729313e-12,"5","DYNC1H1"
"U2AF1.1",1.12257714372719e-16,0.319921058312481,0.318,0.173,2.95597013486245e-12,"5","U2AF1.1"
"RP11-855A2.11",1.40765282982931e-16,0.85526419644332,0.273,0.144,3.70663143150655e-12,"5","RP11-855A2.1"
"GOLGB11",1.8539400015952e-16,0.79681792316711,0.342,0.195,4.88179481220049e-12,"5","GOLGB1"
"NFIA1",2.05789690013687e-16,0.996540544077864,0.299,0.163,5.41885411744042e-12,"5","NFIA"
"ZBTB7A",2.89959759525091e-16,0.282404711271758,0.318,0.17,7.6352203878147e-12,"5","ZBTB7A"
"KCNQ1OT11",3.06633279013955e-16,0.615459432215344,0.285,0.15,8.07426750299547e-12,"5","KCNQ1OT1"
"U2AF1",3.85968221469206e-16,0.344589343273544,0.312,0.17,1.01633152077271e-11,"5","U2AF1"
"LONP21",4.28813683205665e-16,0.518060605150351,0.261,0.133,1.12915219061716e-11,"5","LONP2"
"BTG22",4.56300907355554e-16,0.258226799201299,0.485,0.29,1.20153154924864e-11,"5","BTG2"
"HSPA4",4.79028935559596e-16,0.280173564276938,0.381,0.222,1.26137899311553e-11,"5","HSPA4"
"TMEM30A",5.04644157707523e-16,0.252145564430132,0.299,0.161,1.32882899607545e-11,"5","TMEM30A"
"GTF2I1",5.23773358240172e-16,0.443089824926005,0.511,0.328,1.37920000691802e-11,"5","GTF2I"
"ZMAT31",5.89735730454787e-16,0.616285877709978,0.36,0.21,1.55289212543355e-11,"5","ZMAT3"
"MAP3K13",6.47425595455325e-16,0.306591701993632,0.289,0.152,1.70480107795296e-11,"5","MAP3K13"
"P3H41",9.11737901783541e-16,0.400079992114571,0.265,0.136,2.40078824297642e-11,"5","P3H4"
"LPP1",9.87205775610286e-16,0.776430212993432,0.411,0.251,2.599510248337e-11,"5","LPP"
"DDX6",1.0873795988567e-15,0.390170663354168,0.277,0.146,2.86328795970945e-11,"5","DDX6"
"MAP1LC3A",1.45499781791937e-15,0.25945538520793,0.303,0.162,3.83130025414528e-11,"5","MAP1LC3A"
"H1FX2",1.78354734618587e-15,0.323048441159525,0.507,0.322,4.69643687197663e-11,"5","H1FX"
"TCF25",4.7101403944135e-15,0.365329078417554,0.32,0.179,1.24027416865696e-10,"5","TCF25"
"LRRC571",5.27099531271054e-15,0.846753046752613,0.269,0.144,1.38795848574294e-10,"5","LRRC57"
"SLC25A372",6.22713118951889e-15,0.362871441165381,0.53,0.347,1.63972818482411e-10,"5","SLC25A37"
"GABPB1-AS11",7.36928768272941e-15,0.893851061043165,0.295,0.166,1.94048083261631e-10,"5","GABPB1-AS1"
"PRRC2C",1.05338496842735e-14,0.458193882341545,0.291,0.159,2.77377329886291e-10,"5","PRRC2C"
"HM13",1.13720603761728e-14,0.258159715000848,0.393,0.231,2.99449093825382e-10,"5","HM13"
"CLSTN1",2.11112652767083e-14,0.293290782013089,0.31,0.175,5.55901837266283e-10,"5","CLSTN1"
"BCYRN11",2.70158046143659e-14,0.479093569124006,0.269,0.141,7.11380167105482e-10,"5","BCYRN1"
"ERO1LB1",2.76997116249708e-14,0.272046665335645,0.436,0.258,7.29388806508731e-10,"5","ERO1LB"
"MAVS1",2.79133126903432e-14,0.33425077338839,0.389,0.234,7.35013349762116e-10,"5","MAVS"
"MACF11",3.45484338816651e-14,0.645950444346458,0.346,0.206,9.09729360972007e-10,"5","MACF1"
"COPA",3.56223493287244e-14,0.30491759486929,0.387,0.232,9.3800770252397e-10,"5","COPA"
"CHGB2",4.15925684713621e-14,0.336676001224661,0.764,0.542,1.09521551298791e-09,"5","CHGB"
"YIPF61",4.44980014822594e-14,0.490579742814502,0.263,0.14,1.17172137503085e-09,"5","YIPF6"
"UBR4",4.8331632511052e-14,0.375212491226709,0.34,0.195,1.27266854728102e-09,"5","UBR4"
"FRRS1L1",7.74925704432397e-14,0.261391319028292,0.253,0.132,2.04053436491139e-09,"5","FRRS1L"
"ARHGEF121",9.15222405041122e-14,0.422052917015597,0.297,0.168,2.40996363695428e-09,"5","ARHGEF12"
"WSB11",9.16812643803291e-14,0.350892883725517,0.393,0.241,2.41415105366283e-09,"5","WSB1"
"SMIM71",9.57410124256387e-14,0.473082504638393,0.253,0.136,2.52105233919192e-09,"5","SMIM7"
"PTOV11",1.08542485776257e-13,0.331053312966633,0.34,0.203,2.85814073546039e-09,"5","PTOV1"
"SRSF11",1.45755793501793e-13,0.405973817941617,0.261,0.142,3.8380415544892e-09,"5","SRSF11"
"ZNF207",1.92977321917429e-13,0.429445124283936,0.273,0.152,5.08147884072974e-09,"5","ZNF207"
"PDIA31",2.37296635475517e-13,0.298201468841089,0.576,0.379,6.24849500534131e-09,"5","PDIA3"
"AAK11",2.57338291097253e-13,0.276716794280108,0.287,0.161,6.77623188117287e-09,"5","AAK1"
"MTND2P281",3.84280612899509e-13,0.288147756761864,0.418,0.259,1.01188770988699e-08,"5","MTND2P28"
"ARID4B1",4.91067712943373e-13,0.411795436228332,0.253,0.136,1.29307950172249e-08,"5","ARID4B"
"AK11",5.2908308432324e-13,0.268052279153555,0.261,0.14,1.39318157763996e-08,"5","AK1"
"LTBP31",6.11018017573937e-13,0.351100305350744,0.314,0.181,1.60893264387569e-08,"5","LTBP3"
"G3BP21",7.19784331282631e-13,0.252786544872706,0.265,0.146,1.89533610113342e-08,"5","G3BP2"
"XIST1",2.48123494208309e-12,0.516827657781068,0.259,0.144,6.53358784949318e-08,"5","XIST"
"C2CD31",2.67164869507574e-12,0.573819940711125,0.251,0.139,7.03498534387343e-08,"5","C2CD3"
"PARVB",2.91692760097218e-12,0.261189047738776,0.265,0.146,7.68085375887995e-08,"5","PARVB"
"POMGNT11",3.31235405969958e-12,0.646838378996582,0.255,0.14,8.72209071000092e-08,"5","POMGNT1"
"NUDT31",5.52646525929392e-12,0.264886805082923,0.373,0.227,1.45522883207728e-07,"5","NUDT3"
"C15orf401",1.68686248199151e-11,0.418710434009099,0.257,0.145,4.44184628758006e-07,"5","C15orf40"
"CSNK1E",1.88998003675416e-11,0.274192559448592,0.381,0.236,4.97669543278104e-07,"5","CSNK1E"
"NDUFV31",2.24749663739334e-11,0.547987944290315,0.267,0.158,5.91810814558415e-07,"5","NDUFV3"
"CTB-89H12.4",2.76685178316502e-11,0.634725793560275,0.281,0.165,7.28567411543013e-07,"5","CTB-89H12.4"
"TRAPPC51",3.44552083483353e-11,0.343975477536539,0.269,0.155,9.07274546228364e-07,"5","TRAPPC5"
"OTUB1",5.30688804143971e-11,0.277980976123997,0.31,0.191,1.3974097590719e-06,"5","OTUB1"
"HAGH1",1.08293165702306e-10,0.409619385774439,0.31,0.192,2.85157563927312e-06,"5","HAGH"
"STAG21",1.57734285243136e-10,0.311959876430627,0.426,0.28,4.15345919902227e-06,"5","STAG2"
"GLG1",1.84883726622533e-10,0.315851370846021,0.295,0.18,4.86835828942453e-06,"5","GLG1"
"CAMLG",2.29268384762756e-10,0.304636521974914,0.261,0.155,6.0370951075729e-06,"5","CAMLG"
"ARID1A",3.32581605717134e-10,0.339986884412834,0.251,0.146,8.75753884174357e-06,"5","ARID1A"
"IGF2R",4.06975970318035e-10,0.511121624585862,0.287,0.18,1.07164912504145e-05,"5","IGF2R"
"RAB3GAP21",4.75944226748357e-10,0.470422314113473,0.251,0.15,1.25325633787377e-05,"5","RAB3GAP2"
"CLIP11",1.09894649745823e-09,0.556663052320804,0.281,0.176,2.89374591710702e-05,"5","CLIP1"
"RASD11",1.50703447473758e-09,0.272583536156363,0.393,0.256,3.968323178879e-05,"5","RASD1"
"PLCE11",1.83128877243015e-09,0.328274390469413,0.316,0.194,4.82214959556306e-05,"5","PLCE1"
"ARMC101",2.01690294553577e-09,0.380902879757553,0.35,0.226,5.3109088361848e-05,"5","ARMC10"
"PLEKHB21",2.44774471633851e-09,0.346571254480032,0.253,0.153,6.44540138706257e-05,"5","PLEKHB2"
"CAPZA2",3.45575162587401e-09,0.253225117363931,0.253,0.154,9.09968518125145e-05,"5","CAPZA2"
"SFPQ",3.46058268333645e-09,0.253488996180638,0.285,0.179,9.11240632176154e-05,"5","SFPQ"
"CDC421",5.61959095027832e-09,0.326674949725841,0.375,0.247,0.000147975068902729,"5","CDC42"
"LDLR1",1.77339642212176e-08,0.37293480447702,0.297,0.194,0.000466970745873102,"5","LDLR"
"ETFDH1",3.37125295838756e-08,0.522272754050527,0.263,0.167,0.000887718329002611,"5","ETFDH"
"EIF3I1",6.45068513858762e-08,0.402963198258445,0.277,0.183,0.00169859441069289,"5","EIF3I"
"GREM1",8.39376500649768e-08,0.349474228203479,0.326,0.217,0.00221024620151097,"5","GREM1"
"PAFAH1B1",1.43947455379452e-07,0.35520135302126,0.273,0.181,0.00379042439505172,"5","PAFAH1B1"
"DCAF71",2.42063172710388e-07,0.280547313430939,0.259,0.171,0.00637400746380994,"5","DCAF7"
"GOSR1",3.06435490128092e-07,0.315352272953539,0.253,0.164,0.00806905932605292,"5","GOSR1"
"RPS27L1",4.44273267203186e-07,0.354379424558871,0.257,0.17,0.0116986036719943,"5","RPS27L"
"CEBPZOS1",4.95363562697496e-07,0.318257556102525,0.273,0.181,0.0130439133329505,"5","CEBPZOS"
"PDLIM21",5.58178582190802e-07,0.309008006871119,0.257,0.166,0.0146979584262482,"5","PDLIM2"
"MAFA1",0,2.05228633615082,0.82,0.07,0,"6","MAFA"
"C1QL11",0,2.02451134565963,0.934,0.168,0,"6","C1QL1"
"PCSK11",0,1.87118859046205,0.817,0.078,0,"6","PCSK1"
"ADCYAP1",0,1.74696307790856,0.696,0.035,0,"6","ADCYAP1"
"HADH1",0,1.6984340881104,0.906,0.129,0,"6","HADH"
"SAMD111",0,1.61939697495403,0.76,0.06,0,"6","SAMD11"
"NKX6-1",0,1.57402078281694,0.758,0.083,0,"6","NKX6-1"
"PDX1",0,1.45559604513201,0.696,0.058,0,"6","PDX1"
"NPTX2",0,1.18494403982458,0.397,0.016,0,"6","NPTX2"
"SYT13",0,1.14644575261838,0.591,0.046,0,"6","SYT13"
"GLP1R",0,1.11560658249825,0.486,0.025,0,"6","GLP1R"
"WSCD2",0,1.05991256223791,0.349,0.009,0,"6","WSCD2"
"GJD2",4.6365298060929e-308,1.15991303085744,0.489,0.035,1.22089102854038e-303,"6","GJD2"
"GSN",2.77810516856166e-305,1.55425654424916,0.804,0.12,7.31530652985657e-301,"6","GSN"
"C1orf127",1.86021728997912e-298,0.789217492850484,0.354,0.015,4.89832416797301e-294,"6","C1orf127"
"SSTR5-AS1",8.66375806252547e-296,0.987004879783444,0.395,0.021,2.28134077302421e-291,"6","SSTR5-AS1"
"RGS16",6.36267896477156e-294,1.15798527447225,0.388,0.02,1.67542062500365e-289,"6","RGS16"
"MEG3",1.15930121787326e-289,1.31438741321073,0.651,0.077,3.05267196690388e-285,"6","MEG3"
"TSPAN1",2.41289796444376e-288,1.82515292924115,0.667,0.085,6.35364291997331e-284,"6","TSPAN1"
"PLCXD3",8.28892951057777e-288,1.12166761120949,0.603,0.066,2.18264091872534e-283,"6","PLCXD3"
"SYT16",3.73681146421034e-277,1.1696565648623,0.393,0.023,9.83977194755867e-273,"6","SYT16"
"DLK11",3.47787506117911e-265,1.83239626059336,0.749,0.113,9.15794061109684e-261,"6","DLK1"
"ENTPD3",8.16948693952727e-263,0.80842899520322,0.356,0.019,2.15118930091632e-258,"6","ENTPD3"
"IGF2",3.43228002306674e-257,1.19459566255376,0.559,0.06,9.03787975673933e-253,"6","IGF2"
"SORL11",5.64980292257981e-255,1.22217287865665,0.751,0.126,1.48770610557371e-250,"6","SORL1"
"ABCC82",1.18720839575687e-246,1.95753492130545,0.952,0.254,3.12615714770698e-242,"6","ABCC8"
"RGS9",1.3957908802873e-237,1.11695845188395,0.607,0.084,3.67539654597252e-233,"6","RGS9"
"GAD22",9.11470492522431e-233,1.47007469358459,0.822,0.166,2.40008410091006e-228,"6","GAD2"
"PFKFB2",2.37876555338346e-229,0.834142027313794,0.466,0.047,6.26376545516933e-225,"6","PFKFB2"
"SLC6A6",3.47868922892361e-225,0.904085683600718,0.498,0.056,9.16008447760165e-221,"6","SLC6A6"
"WLS",8.78632946903763e-224,0.904500103547093,0.521,0.063,2.31361627578699e-219,"6","WLS"
"SUSD4",9.0070234573948e-224,0.65742555630871,0.388,0.031,2.3717294168012e-219,"6","SUSD4"
